,mean,std,skew,max,median,min,energy,entropy,zcr_mean,zcr_std,zcr_skew,zcr_max,zcr_median,zcr_min,spec_roll_off_mean,spec_roll_off_std,spec_roll_off_skew,spec_roll_off_max,spec_roll_off_median,spec_roll_off_min,spec_centroid_mean,spec_centroid_std,spec_centroid_skew,spec_centroid_max,spec_centroid_median,spec_centroid_min,spec_contrast_mean,spec_contrast_std,spec_contrast_skew,spec_contrast_max,spec_contrast_median,spec_contrast_min,spec_bandwidth_mean,spec_bandwidth_std,spec_bandwidth_skew,spec_bandwidth_max,spec_bandwidth_median,spec_bandwidth_min
0,1.3889999999999998,2.220446049250313e-16,,1.389,1.389,1.389,1.9293209999999996,-371.4912628176199,0.0,0.0,,0.0,0.0,0.0,3800.6103515625,0.0,,3800.6103515625,3800.6103515625,3800.6103515625,1506.3816949617685,0.0,,1506.3816949617685,1506.3816949617685,1506.3816949617685,17.939796524332667,0.0,,17.939796524332667,17.939796524332667,17.939796524332667,2583.2420930575,0.0,,2583.2420930575,2583.2420930575,2583.2420930575
1,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
2,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
3,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
4,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
5,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
6,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
7,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
8,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
9,1.3889999999999996,4.440892098500626e-16,,1.389,1.389,1.389,1.9293210000000007,-1267.8882690021155,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.1825235477279,0.0,1314.662931328935,1132.480407781207,950.2978842334792,16.180666624247095,1.9092932904842348,1.4675067853531413e-15,18.08995991473133,16.180666624247095,14.271373333762861,2318.2468452716844,145.76878187948614,0.0,2464.0156271511705,2318.2468452716844,2464.0156271511705
