,FLIAVG_mean,FLIAVG_std,FLIAVG_skew,FLIAVG_max,FLIAVG_median,FLIAVG_min,FLIAVG_energy,FLIAVG_entropy,FLIAVG_zcr_mean,FLIAVG_zcr_std,FLIAVG_zcr_skew,FLIAVG_zcr_max,FLIAVG_zcr_median,FLIAVG_zcr_min,FLIAVG_spec_roll_off_mean,FLIAVG_spec_roll_off_std,FLIAVG_spec_roll_off_skew,FLIAVG_spec_roll_off_max,FLIAVG_spec_roll_off_median,FLIAVG_spec_roll_off_min,FLIAVG_spec_centroid_mean,FLIAVG_spec_centroid_std,FLIAVG_spec_centroid_skew,FLIAVG_spec_centroid_max,FLIAVG_spec_centroid_median,FLIAVG_spec_centroid_min,FLIAVG_spec_contrast_mean,FLIAVG_spec_contrast_std,FLIAVG_spec_contrast_skew,FLIAVG_spec_contrast_max,FLIAVG_spec_contrast_median,FLIAVG_spec_contrast_min,FLIAVG_spec_bandwidth_mean,FLIAVG_spec_bandwidth_std,FLIAVG_spec_bandwidth_skew,FLIAVG_spec_bandwidth_max,FLIAVG_spec_bandwidth_median,FLIAVG_spec_bandwidth_min
85,2.7930125952380966,1.0643722193978133,-2.055786840092027,3.26,3.24,0.0,8.93380757858447,-20871.76656509297,0.0,0.0,,0.0,0.0,0.0,2460.16845703125,726.74560546875,0.0,3186.9140625,2460.16845703125,1733.4228515625,1140.0326950391507,175.3925579958522,9.493565112375614e-16,1315.425253035003,1140.0326950391507,964.6401370432985,16.41210224502155,2.013094436548263,-2.7217471675262713e-15,18.425196681569812,16.41210224502155,14.399007808473286,2326.2335696308837,138.34869355056162,0.0,2464.5822631814453,2326.2335696308837,2464.5822631814453
86,3.1067418333333343,0.6223563002724894,-4.532123710008386,3.26,3.24,0.0,10.039172183472227,-23579.42950385373,0.0,0.0,,0.0,0.0,0.0,2158.70361328125,1028.21044921875,0.0,3186.9140625,2158.70361328125,1130.4931640625,1050.3813946494874,265.74097380846774,0.0,1316.1223684579552,1050.3813946494874,784.6404208410197,20.386126013919355,6.1183342989632585,0.0,26.504460312882614,20.386126013919355,14.267791714956097,2230.30482054764,234.67574242194416,-1.441204217343278e-15,2464.980562969584,2230.30482054764,2464.980562969584
87,1.7696269761904766,1.5065010071169906,-0.23533856697230354,3.26,2.62,0.0,5.401124919305557,-12172.806203164379,0.0,0.0,,0.0,0.0,0.0,791.34521484375,134.58251953125,0.0,925.927734375,791.34521484375,656.7626953125,674.3796558270171,57.14823233890979,0.0,731.5278881659269,674.3796558270171,617.2314234881073,15.00324501872544,1.5068413763996693,1.817170365967534e-15,16.51008639512511,15.00324501872544,13.496403642325772,1861.0423596579315,73.57656677217483,0.0,1934.6189264301063,1861.0423596579315,1934.6189264301063
88,1.6518768095238094,0.24264852344866292,0.9600747854187535,2.11,1.5,1.41,2.787575299774377,-2980.011978174086,0.0,0.0,,0.0,0.0,0.0,2707.80029296875,715.97900390625,0.0,3423.779296875,2707.80029296875,1991.8212890625,1200.2657643641628,192.60939726130118,0.0,1392.875161625464,1200.2657643641628,1007.6563671028616,15.966118666928823,3.0737792675013775,0.0,19.0398979344302,15.966118666928823,12.892339399427446,2366.821555914037,146.45011058864634,4.669942963283238e-15,2513.2716665026837,2366.821555914037,2513.2716665026837
89,1.500925642857143,0.00273549295293893,2.784272522070882,1.5100000000000002,1.5,1.5,2.2527852683078233,-1829.6536273604702,0.0,0.0,,0.0,0.0,0.0,2503.23486328125,683.67919921875,0.0,3186.9140625,2503.23486328125,1819.5556640625,1132.4782340422287,181.68807830049127,0.0,1314.16631234272,1132.4782340422287,950.7901557417374,16.172998966104327,1.8985779627449046,1.3627124039411153e-15,18.071576928849233,16.172998966104327,14.274421003359423,2318.125956693544,145.36290941625384,0.0,2463.488866109798,2318.125956693544,2463.488866109798
90,1.6908605773809522,0.08008062816544423,0.17659200768436362,1.81,1.6555,1.5,2.86542239914842,-3029.323172881874,0.0,0.0,,0.0,0.0,0.0,2422.4853515625,581.396484375,0.0,3003.8818359375,2422.4853515625,1841.0888671875,1108.185521081712,156.1222414339651,-2.202664265546363e-15,1264.307762515677,1108.185521081712,952.0632796477469,16.58201204960255,1.6206077530560599,0.0,18.20261980265861,16.58201204960255,14.96140429654649,2301.216868191863,127.88493530601295,5.343467986110532e-15,2429.101803497876,2301.216868191863,2429.101803497876
91,1.9974083214285714,0.1314499517243471,-0.2799923319913811,2.15,2.0,1.8,4.0069190923204365,-5595.980838345604,0.0,0.0,,0.0,0.0,0.0,2487.0849609375,645.99609375,0.0,3133.0810546875,2487.0849609375,1841.0888671875,1127.1764730413543,171.16719058080423,1.9499696935040393e-15,1298.3436636221586,1127.1764730413543,956.0092824605501,16.57466023765413,2.032716101884569,2.7494345297792315e-15,18.6073763395387,16.57466023765413,14.541944135769562,2315.6638474825572,137.26647075265555,0.0,2452.930318235213,2315.6638474825572,2452.930318235213
92,2.2374748809523806,0.10724554848727899,0.9658302757324857,2.49,2.15,2.14,5.0177954505632085,-8116.989361490119,0.0,0.0,,0.0,0.0,0.0,2562.451171875,613.6962890625,0.0,3176.1474609375,2562.451171875,1948.7548828125,1146.625303318615,166.11218850809075,-2.0318686516645437e-15,1312.7374918267055,1146.625303318615,980.513114810524,16.073504256014814,1.6255044706355015,0.0,17.699008726650316,16.073504256014814,14.447999785379313,2331.1425341569375,131.33372287055045,0.0,2462.476257027488,2331.1425341569375,2462.476257027488
93,2.4889553571428578,0.0029587919904105003,-2.194645210256891,2.5,2.49,2.48,6.194907524300172,-11297.841247704178,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1131.6952584460998,180.9924482597628,0.0,1312.6877067058626,1131.6952584460998,950.702810186337,16.178238934443165,1.9094779490956828,-2.8703760161530794e-15,18.087716883538846,16.178238934443165,14.26876098534748,2316.916514442685,144.56315142669087,4.778141500687305e-15,2461.4796658693763,2316.916514442685,2461.4796658693763
94,2.488767523809525,0.0033067283760974966,-1.8573119003582008,2.5,2.49,2.48,6.193974722021543,-11295.211695643735,0.0,0.0,,0.0,0.0,0.0,2503.23486328125,683.67919921875,0.0,3186.9140625,2503.23486328125,1819.5556640625,1133.6556696165767,181.79355494429058,-1.7826353875937338e-15,1315.4492245608672,1133.6556696165767,951.862114672286,16.179943466968187,1.9129965378874623,0.0,18.09294000485565,16.179943466968187,14.266946929080724,2320.523440872759,145.89973665647403,0.0,2466.423177529233,2320.523440872759,2466.423177529233
