,ASMPAM2_T_mean,ASMPAM2_T_std,ASMPAM2_T_skew,ASMPAM2_T_max,ASMPAM2_T_median,ASMPAM2_T_min,ASMPAM2_T_energy,ASMPAM2_T_entropy,ASMPAM2_T_zcr_mean,ASMPAM2_T_zcr_std,ASMPAM2_T_zcr_skew,ASMPAM2_T_zcr_max,ASMPAM2_T_zcr_median,ASMPAM2_T_zcr_min,ASMPAM2_T_spec_roll_off_mean,ASMPAM2_T_spec_roll_off_std,ASMPAM2_T_spec_roll_off_skew,ASMPAM2_T_spec_roll_off_max,ASMPAM2_T_spec_roll_off_median,ASMPAM2_T_spec_roll_off_min,ASMPAM2_T_spec_centroid_mean,ASMPAM2_T_spec_centroid_std,ASMPAM2_T_spec_centroid_skew,ASMPAM2_T_spec_centroid_max,ASMPAM2_T_spec_centroid_median,ASMPAM2_T_spec_centroid_min,ASMPAM2_T_spec_contrast_mean,ASMPAM2_T_spec_contrast_std,ASMPAM2_T_spec_contrast_skew,ASMPAM2_T_spec_contrast_max,ASMPAM2_T_spec_contrast_median,ASMPAM2_T_spec_contrast_min,ASMPAM2_T_spec_bandwidth_mean,ASMPAM2_T_spec_bandwidth_std,ASMPAM2_T_spec_bandwidth_skew,ASMPAM2_T_spec_bandwidth_max,ASMPAM2_T_spec_bandwidth_median,ASMPAM2_T_spec_bandwidth_min
0,178.79,0.0,,178.79,178.79,178.79,31965.864100000003,-331563491.67304736,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.18252354772784,1.0011366169703741e-15,1314.662931328935,1132.480407781207,950.2978842334793,16.1806666242471,1.9092932904842321,0.0,18.08995991473133,16.1806666242471,14.271373333762867,2318.246845271685,145.76878187948614,0.0,2464.015627151171,2318.246845271685,2464.015627151171
1,178.79,0.0,,178.79,178.79,178.79,31965.864100000003,-331563491.67304736,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.480407781207,182.18252354772784,1.0011366169703741e-15,1314.662931328935,1132.480407781207,950.2978842334793,16.1806666242471,1.9092932904842321,0.0,18.08995991473133,16.1806666242471,14.271373333762867,2318.246845271685,145.76878187948614,0.0,2464.015627151171,2318.246845271685,2464.015627151171
2,189.08059500000002,10.907174820776238,0.11682333283624127,200.65,178.79,178.79,35870.437868124995,-376435474.34716994,0.0,0.0,,0.0,0.0,0.0,2514.00146484375,651.37939453125,0.0,3165.380859375,2514.00146484375,1862.6220703125,1135.4766508669657,175.30138938886859,-9.50838470931413e-16,1310.7780402558342,1135.4766508669657,960.175261478097,16.60904578205246,2.0612472656243277,0.0,18.670293047676786,16.60904578205246,14.54779851642813,2320.4917612168074,140.71756335875602,-4.930003542662103e-15,2461.209324575563,2320.4917612168074,2461.209324575563
3,199.81484033333336,0.9767555992820219,-0.6535473935968332,200.65,200.65,196.79,39926.92446893622,-423019931.92421734,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.949432585331,182.01132665427355,-1.0039642333690227e-15,1314.9607592396044,1132.949432585331,950.9381059310573,16.23183883114823,1.9893126351344037,0.0,18.221151466282635,16.23183883114823,14.242526196013827,2318.6154838835187,145.59383298119428,0.0,2464.209316864713,2318.6154838835187,2464.209316864713
4,200.61227216666668,0.4720576155045716,-2.714788966229269,202.14,200.73000000000002,194.47,40245.506582265094,-426713636.085191,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1130.9283411110387,181.31114124891005,1.7969024292154017e-15,1312.2394823599489,1130.9283411110387,949.6171998621287,16.202156107645116,1.9046783151710471,0.0,18.106834422816164,16.202156107645116,14.29747779247407,2317.0158466605762,145.3610569346854,4.624084454222082e-15,2462.376903595262,2317.0158466605762,2462.376903595262
5,200.87033442857143,0.20013551594002782,-0.69420705806106,201.38,200.9,200.08,40348.93130767087,-427913415.84283614,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1131.7885816338276,181.6252457185277,1.7875958010536114e-15,1313.4138273523554,1131.7885816338276,950.1633359153,16.18769919399338,1.9230791686442714,0.0,18.110778362637653,16.18769919399338,14.26462002534911,2317.668029370364,145.50479502665598,-4.610394169188662e-15,2463.1728243970197,2317.668029370364,2463.1728243970197
6,201.68912478571428,0.7538679340547548,0.14688366168717926,203.15,201.43633333333332,200.35,40679.071373689425,-431747200.71686345,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1133.0729908933884,181.76513993932144,0.0,1314.8381308327098,1133.0729908933884,951.3078509540669,16.179250084854015,1.913571244857966,0.0,18.09282132971198,16.179250084854015,14.265678839996049,2318.7515507068115,145.36086559304294,0.0,2464.1124162998544,2318.7515507068115,2464.1124162998544
7,202.63000000000005,5.698535021498236e-14,,202.63,202.63,202.62999999999997,41058.91689999999,-436159156.0656958,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772773,-1.001136616970376e-15,1314.662931328935,1132.4804077812073,950.2978842334795,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.76878187948614,0.0,2464.015627151171,2318.246845271685,2464.015627151171
8,202.62895583333338,0.044382790325569736,-0.4679672068093295,202.9225,202.63,202.39,41058.495711939024,-436154264.63824296,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.6444206627757,182.01851147778245,1.853252952939125e-15,1314.6629321405583,1132.6444206627757,950.6259091849934,16.1798937473127,1.9085021801778943,0.0,18.088395927490595,16.1798937473127,14.271391567134806,2318.4288010654363,145.58683543732081,-4.6780570097696935e-15,2464.015636502757,2318.4288010654363,2464.015636502757
9,121.61999288095238,25.732403966507466,2.8221007183313818,202.84,113.56,112.18,15453.579282258435,-150596881.2477423,0.0,0.0,,0.0,0.0,0.0,3299.96337890625,554.47998046875,0.0,3854.443359375,3299.96337890625,2745.4833984375,1355.52722485822,165.7375726867598,-1.943393801101647e-15,1521.2647975449797,1355.52722485822,1189.7896521714601,14.38920013614947,2.315859040288508,0.0,16.705059176437977,14.38920013614947,12.073341095860961,2481.866755353967,108.34298989369199,0.0,2590.209745247659,2481.866755353967,2590.209745247659
10,160.7532685952381,44.64728165739516,-0.10612478785299208,203.75,202.35,112.59,27834.993123447537,-288710298.7726082,0.0,0.0,,0.0,0.0,0.0,2503.23486328125,489.88037109375,0.0,2993.115234375,2503.23486328125,2013.3544921875,1125.8033531457727,139.97205799905907,-2.377246003430022e-15,1265.7754111448317,1125.8033531457727,985.8312951467135,21.89552245342627,5.272172417418819,0.0,27.16769487084509,21.89552245342627,16.62335003600745,2290.1220343264167,126.48621063336986,0.0,2416.6082449597866,2290.1220343264167,2416.6082449597866
11,203.33330342857144,0.2661169714745416,-0.34033796586995774,204.26,203.35,202.44,41344.503101418006,-439479589.41098696,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1131.6102156549548,181.74433071703805,1.0083954311129435e-15,1313.354546371993,1131.6102156549548,949.8658849379168,16.169872856495306,1.900268802707675,0.0,18.07014165920298,16.169872856495306,14.269604053787631,2317.0688852483718,145.48668858718588,4.6121157331345645e-15,2462.555573835558,2317.0688852483718,2462.555573835558
12,203.51740339285715,0.3876633025229297,-0.5172132901292491,204.48,203.56000000000003,202.34,41419.48376660707,-440351818.46064574,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4675078524763,181.277486762001,0.0,1313.7449946144773,1132.4675078524763,951.1900210904753,16.178760920322805,1.907910803095323,0.0,18.086671723418128,16.178760920322805,14.270850117227482,2318.1694331921653,145.05742397776953,4.729464240388213e-15,2463.226857169935,2318.1694331921653,2463.226857169935
13,203.13776921428575,0.4617989499943077,-0.24468281352285096,204.22,203.13,201.5125,41265.16653962662,-438557290.4041151,0.0,0.0,,0.0,0.0,0.0,2503.23486328125,683.67919921875,0.0,3186.9140625,2503.23486328125,1819.5556640625,1133.9704509458386,182.38314354757017,0.0,1316.3535944934088,1133.9704509458386,951.5873073982684,16.164445206535973,1.8925052833909248,0.0,18.056950489926898,16.164445206535973,14.271939923145048,2319.231599556935,145.6771297729997,0.0,2464.908729329935,2319.231599556935,2464.908729329935
14,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
15,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
16,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
17,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
18,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
19,203.13000000000005,5.684341886080802e-14,,203.13,203.13,203.13,41261.79690000001,-438517682.6973896,0.0,0.0,,0.0,0.0,0.0,2497.8515625,678.2958984375,0.0,3176.1474609375,2497.8515625,1819.5556640625,1132.4804077812073,182.18252354772778,2.0022732339407502e-15,1314.6629313289352,1132.4804077812073,950.2978842334796,16.1806666242471,1.909293290484225,0.0,18.089959914731324,16.1806666242471,14.271373333762874,2318.246845271685,145.7687818794859,4.660561620288645e-15,2464.015627151171,2318.246845271685,2464.015627151171
20,204.5368093730159,1.543047433716178,0.22518226158314894,207.0,203.13,203.13,41837.68738387614,-445222724.93863463,0.0,0.0,,0.0,0.0,0.0,2503.23486328125,672.91259765625,0.0,3176.1474609375,2503.23486328125,1830.322265625,1133.2421557463856,181.02294918141382,9.419990663729523e-16,1314.2651049277995,1133.2421557463856,952.2192065649718,16.14774329797348,1.8407548617398923,0.0,17.988498159713373,16.14774329797348,14.306988436233588,2319.076874357654,144.66674942108557,0.0,2463.7436237787397,2319.076874357654,2463.7436237787397
